year,month,Quarter,Halfyear,region_to,is_global,subdivision,is_paid,category,KEY_clean,is_flowers,distributed_ads_cost,revenue_first_transactions,revenue_repeat_transactions,revenue_total,first_traffic,repeat_traffic,traffic_total,first_transactions,repeat_transactions,transacitons_total,ads_cost,not_ads_cost,bonus_company,promo_cost,mar_cost
2023,9,Q3,H2,russia,,partners,paid,Товары для праздника,,non_flowers,,"5,700",,"5,700",5,12,17,1,,1,,,,,0
2023,9,Q3,H2,russia,,partners,paid,Украшения,,non_flowers,,"5,672","8,008","13,680",19,40,59,2,3,5,,,671,1124,1795
2023,9,Q3,H2,russia,,partners,paid,Хендмейд и хобби,,non_flowers,,598,902,1500,8,8,16,1,0.5,1.5,,,,172,172
2023,9,Q3,H2,russia,,partners,paid,N/A,,non_flowers,,,,0,,,0,,,0,1244595,1720177,,,2964772
2023,9,Q3,H2,russia,,partners,paid,Комнатные растения,,non_flowers,,"24,110","95,116","119,226",114,138,252,11,18,29,,,1356,11564,12920
2023,9,Q3,H2,russia,,partners,paid,Цветы,,flowers,,"5,566,683","6,071,362","11,638,045",17481,17514,34995,1925.166667,1662.32143,3587.488097,,,81515.667,775866.429,857382.096
2023,9,Q3,H2,russia,,retention,non_paid,Аксессуары,,non_flowers,,,"32,842","32,842",31,472,503,,6.3333334,6.3333334,,,75,10994,11069
2023,9,Q3,H2,russia,,retention,non_paid,Вкусные наборы,,non_flowers,,,"242,280","242,280",,,0,,52.8333337,52.8333337,,,8822.5,2719,11541.5
2023,9,Q3,H2,russia,,retention,non_paid,Воздушные шары,,non_flowers,,"30,135","521,634","551,769",,,0,10.3333333,164.9166589,175.2499922,,,8406.167,7799.8333,16206.0003
2023,9,Q3,H2,russia,,retention,non_paid,Декор,,non_flowers,,"2,233","99,135","101,368",73,1864,1937,2.5,40.9999993,43.4999993,,,4351.6667,13233,17584.6667
2023,9,Q3,H2,russia,,retention,non_paid,Для дома,,non_flowers,,,"2,632","2,632",15,196,211,,1,1,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Другое,,non_flowers,,,,0,1,7,8,,,0,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Зоотовары,,non_flowers,,,,0,1,54,55,,,0,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Канцелярские товары,,non_flowers,,,"3,860","3,860",6,128,134,,2,2,,,155,,155
2023,9,Q3,H2,russia,,retention,non_paid,Картины,,non_flowers,,,"11,800","11,800",30,323,353,,3,3,,,2440,675,3115
2023,9,Q3,H2,russia,,retention,non_paid,Книги,,non_flowers,,,"1,288","1,288",7,76,83,,1,1,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Кондитерские и пекарни,,non_flowers,,"116,191","5,215,321","5,331,512",1118,33859,34977,53,2309.49997,2362.49997,,,168246.5,76747,244993.5
2023,9,Q3,H2,russia,,retention,non_paid,Косметика и парфюмерия,,non_flowers,,,"73,097","73,097",49,827,876,,19.5,19.5,,,4709.5,27287,31996.5
2023,9,Q3,H2,russia,,retention,non_paid,Магазины чая и кофе,,non_flowers,,,"93,178","93,178",39,1057,1096,,32,32,,,1918,1351.5,3269.5
2023,9,Q3,H2,russia,,retention,non_paid,Обувь,,non_flowers,,,,0,1,30,31,,,0,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Одежда,,non_flowers,,,,0,11,275,286,,,0,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Одежда для детей,,non_flowers,,,,0,,19,19,,,0,,,,,0
2023,9,Q3,H2,russia,,retention,non_paid,Подарочные сертификаты,,non_flowers,,,"114,606","114,606",38,1025,1063,,22,22,,,578,1207,1785
2023,9,Q3,H2,russia,,retention,non_paid,Посуда,,non_flowers,,,"53,322","53,322",43,534,577,,12.6666663,12.6666663,,,182.5,25260,25442.5
2023,9,Q3,H2,russia,,retention,non_paid,Продукты и напитки,,non_flowers,,,"61,458","61,458",25,905,930,,16.1666663,16.1666663,,,457,168,625
2023,9,Q3,H2,russia,,retention,non_paid,Съедобные букеты,,non_flowers,,"118,611","3,015,084","3,133,695",,,0,39,895.00003,934.00003,,,68639,27636.5,96275.5
2023,9,Q3,H2,russia,,retention,non_paid,Товары для праздника,,non_flowers,,,"6,164","6,164",11,206,217,,3.3958333,3.3958333,,,406.5,1051.875,1458.375
2023,9,Q3,H2,russia,,retention,non_paid,Украшения,,non_flowers,,,"80,817","80,817",108,1608,1716,,24,24,,,2268,8503,10771
2023,9,Q3,H2,russia,,retention,non_paid,Хендмейд и хобби,,non_flowers,,,"69,142","69,142",21,551,572,,21.9375,21.9375,,,1781,25971.12,27752.12
2023,9,Q3,H2,russia,,retention,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,77040,,,77040
2023,9,Q3,H2,russia,,retention,non_paid,Комнатные растения,,non_flowers,,"22,706","819,256","841,962",209,7008,7217,6,211,217,,,16040.5,38730,54770.5
2023,9,Q3,H2,russia,,retention,non_paid,Цветы,,flowers,,"1,434,347","55,059,534","56,493,881",8014,231636,239650,487.166667,15201.75003,15688.9167,,,1290058.167,725138.667,2015196.834
2023,10,Q4,H2,russia,,brand,paid,Аксессуары,,non_flowers,,"4,871","11,545","16,416",42,236,278,2.1666667,2,4.1666667,,,513.5,3500,4013.5
2023,10,Q4,H2,russia,,brand,paid,Вкусные наборы,,non_flowers,,"17,990","30,660","48,650",,,0,4.82278464,7.94689728,12.76968192,,,1109,4990.6667,6099.6667
2023,10,Q4,H2,russia,,brand,paid,Воздушные шары,,non_flowers,,"29,284","116,686","145,970",,,0,11.96290415,34.11795242,46.08085657,,,2832.83333,7541.6667,10374.50003
2023,10,Q4,H2,russia,,brand,paid,Декор,,non_flowers,,"6,864","34,432","41,296",233,1362,1595,3.21069143,13.5286877,16.73937913,,,263,14522.333,14785.333
2023,10,Q4,H2,russia,,brand,paid,Для дома,,non_flowers,,"1,100",200,"1,300",16,94,110,1,,1,,,200,,200
2023,10,Q4,H2,russia,,brand,paid,Другое,,non_flowers,,442,611,1053,,4,4,0.1540764,0.1990153,0.3530917,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Зоотовары,,non_flowers,,,,0,2,21,23,,,0,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Канцелярские товары,,non_flowers,,,,0,4,26,30,,,0,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Картины,,non_flowers,,"1,785","3,944","5,729",15,138,153,1,1,2,,,,891,891
2023,10,Q4,H2,russia,,brand,paid,Книги,,non_flowers,,,,0,3,12,15,,,0,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Кондитерские и пекарни,,non_flowers,,"480,805","1,241,740","1,722,545",3437,14299,17736,216.8983545,501.0971897,717.9955442,,,36067,88879.6667,124946.6667
2023,10,Q4,H2,russia,,brand,paid,Косметика и парфюмерия,,non_flowers,,"16,593","15,524","32,117",77,367,444,3.9333333,2,5.9333333,,,,15255.6667,15255.6667
2023,10,Q4,H2,russia,,brand,paid,Магазины чая и кофе,,non_flowers,,"5,273","13,909","19,182",139,309,448,3.2578606,3.9254454,7.183306,,,,3777,3777
2023,10,Q4,H2,russia,,brand,paid,Обувь,,non_flowers,,,,0,2,16,18,,,0,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Одежда,,non_flowers,,,"17,176","17,176",25,58,83,,2,2,,,,2288,2288
2023,10,Q4,H2,russia,,brand,paid,Одежда для детей,,non_flowers,,,,0,5,13,18,,,0,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Подарочные сертификаты,,non_flowers,,"6,619","18,618","25,237",93,424,517,1.52923619,5.76523095,7.29446714,,,176,1596,1772
2023,10,Q4,H2,russia,,brand,paid,Посуда,,non_flowers,,628,"7,402","8,030",83,157,240,1.1581588,0.4042885,1.5624473,,,,3500,3500
2023,10,Q4,H2,russia,,brand,paid,Продукты и напитки,,non_flowers,,461,"16,370","16,831",173,229,402,0.18719802,4.71755355,4.90475157,,,,12003,12003
2023,10,Q4,H2,russia,,brand,paid,Съедобные букеты,,non_flowers,,"297,897","576,350","874,247",,,0,113.8502481,154.4484472,268.2986953,,,14221,42744,56965
2023,10,Q4,H2,russia,,brand,paid,Товары для праздника,,non_flowers,,,660,660,56,142,198,,1,1,,,,,0
2023,10,Q4,H2,russia,,brand,paid,Украшения,,non_flowers,,"4,739","27,241","31,980",156,723,879,2.5,7,9.5,,,513,12297,12810
2023,10,Q4,H2,russia,,brand,paid,Хендмейд и хобби,,non_flowers,,"5,710","11,702","17,412",113,234,347,3.1061897,3.123888,6.2300777,,,,5680,5680
2023,10,Q4,H2,russia,,brand,paid,N/A,,non_flowers,,,,0,,,0,,,0,12958953.07,4913252,,,17872205.07
2023,10,Q4,H2,russia,,brand,paid,Комнатные растения,,non_flowers,,"78,300","150,332","228,632",1147,2633,3780,25.34081924,43.12193052,68.46274976,,,3958,20213,24171
2023,10,Q4,H2,russia,,brand,paid,Цветы,,flowers,,"5,712,901","10,893,507","16,606,408",13029,63063,76092,2034.194535,3186.817414,5221.011949,,,237220.6667,521400.0003,758620.667
2023,10,Q4,H2,russia,,organic_apps,non_paid,Аксессуары,,non_flowers,,"1,583","66,428","68,011",357,2882,3239,4,19.92380957,23.92380957,,,8694,1315.238429,10009.23843
2023,10,Q4,H2,russia,,organic_apps,non_paid,Вкусные наборы,,non_flowers,,"168,832","1,398,555","1,567,387",,,0,41.9727567,305.6077097,347.5804664,,,48264.9433,13874.7084,62139.6517
2023,10,Q4,H2,russia,,organic_apps,non_paid,Воздушные шары,,non_flowers,,"424,557","3,484,798","3,909,355",,,0,140.2295658,985.0008166,1125.230382,,,91407.86987,50751.12487,142158.9947
2023,10,Q4,H2,russia,,organic_apps,non_paid,Декор,,non_flowers,,"80,519","705,606","786,125",1818,13909,15727,22.6499996,241.7030216,264.3530212,,,53458.5833,14528.63669,67987.21999
2023,10,Q4,H2,russia,,organic_apps,non_paid,Для дома,,non_flowers,,"6,094","12,151","18,245",178,1409,1587,3.75,3.5,7.25,,,4473.5,43,4516.5
2023,10,Q4,H2,russia,,organic_apps,non_paid,Другое,,non_flowers,,"2,341","25,270","27,611",10,58,68,1,2.5,3.5,,,100,,100
2023,10,Q4,H2,russia,,organic_apps,non_paid,Зоотовары,,non_flowers,,,"12,368","12,368",22,212,234,,3,3,,,,,0
2023,10,Q4,H2,russia,,organic_apps,non_paid,Канцелярские товары,,non_flowers,,,"10,759","10,759",81,496,577,,3,3,,,518,,518
2023,10,Q4,H2,russia,,organic_apps,non_paid,Картины,,non_flowers,,"2,600","2,000","4,600",251,1778,2029,1,1,2,,,,,0
2023,10,Q4,H2,russia,,organic_apps,non_paid,Книги,,non_flowers,,,"7,804","7,804",51,298,349,,4,4,,,749,18,767
2023,10,Q4,H2,russia,,organic_apps,non_paid,Кондитерские и пекарни,,non_flowers,,"5,381,764","29,469,324","34,851,088",32145,276349,308494,2553.535958,12659.47342,15213.00938,,,1147303.701,372107.0417,1519410.743
2023,10,Q4,H2,russia,,organic_apps,non_paid,Косметика и парфюмерия,,non_flowers,,"30,911","288,025","318,936",748,5796,6544,15.5,99.2809527,114.7809527,,,21102.5,5358,26460.5
2023,10,Q4,H2,russia,,organic_apps,non_paid,Магазины чая и кофе,,non_flowers,,"79,471","514,583","594,054",736,5858,6594,26.7071213,151.7079397,178.415061,,,22753,18824.333,41577.333
2023,10,Q4,H2,russia,,organic_apps,non_paid,Обувь,,non_flowers,,"3,298","4,990","8,288",25,198,223,0.5,1.3333333,1.8333333,,,228.5,573.3333,801.8333
2023,10,Q4,H2,russia,,organic_apps,non_paid,Одежда,,non_flowers,,90,"8,831","8,921",262,1693,1955,1,0.2857143,1.2857143,,,3700,16.28571,3716.28571
2023,10,Q4,H2,russia,,organic_apps,non_paid,Одежда для детей,,non_flowers,,,,0,39,220,259,,,0,,,,,0
2023,10,Q4,H2,russia,,organic_apps,non_paid,Подарочные сертификаты,,non_flowers,,"105,731","522,405","628,136",745,6925,7670,32,95.6361107,127.6361107,,,55014,6442,61456
2023,10,Q4,H2,russia,,organic_apps,non_paid,Посуда,,non_flowers,,"24,638","112,949","137,587",375,3217,3592,3.5,29.4204415,32.9204415,,,7220.4167,4118.727,11339.1437
2023,10,Q4,H2,russia,,organic_apps,non_paid,Продукты и напитки,,non_flowers,,"9,823","284,922","294,745",594,4968,5562,19.5054623,72.5186513,92.0241136,,,64073.4167,5569.625,69643.0417
2023,10,Q4,H2,russia,,organic_apps,non_paid,Съедобные букеты,,non_flowers,,"4,589,566","16,094,155","20,683,721",,,0,1486.459876,4570.88756,6057.347436,,,507072.2337,308852.2063,815924.44
2023,10,Q4,H2,russia,,organic_apps,non_paid,Товары для праздника,,non_flowers,,519,"39,810","40,329",288,2608,2896,0.57142857,19.966667,20.53809557,,,945.6429,1666.667,2612.3099
2023,10,Q4,H2,russia,,organic_apps,non_paid,Украшения,,non_flowers,,"33,442","289,030","322,472",1279,10095,11374,19,92.4337697,111.4337697,,,13827.5,4934.279,18761.779
2023,10,Q4,H2,russia,,organic_apps,non_paid,Хендмейд и хобби,,non_flowers,,"14,181","195,384","209,565",479,3573,4052,5.75,63.46992223,69.21992223,,,3724.9,519,4243.9
2023,10,Q4,H2,russia,,organic_apps,non_paid,Комнатные растения,,non_flowers,,"867,623","4,200,020","5,067,643",5792,46608,52400,228.5897957,1036.145683,1264.735479,,,88469.3333,76385.98333,164855.3166
2023,10,Q4,H2,russia,,organic_apps,non_paid,Цветы,,flowers,,"55,403,515","285,576,328","340,979,843",226934,1605522,1832456,17888.00437,76924.53541,94812.53978,,,8482561.93,4523453.85,13006015.78
2023,10,Q4,H2,russia,,organic_web,non_paid,Аксессуары,,non_flowers,,"1,290","5,116","6,406",669,399,1068,1,1.5,2.5,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Вкусные наборы,,non_flowers,,"192,065","251,782","443,847",,,0,46.1666666,58.3095234,104.47619,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Воздушные шары,,non_flowers,,"314,062","417,561","731,623",,,0,115.6583356,133.1833297,248.8416653,,,115,3332,3447
2023,10,Q4,H2,russia,,organic_web,non_paid,Декор,,non_flowers,,"52,049","42,654","94,703",2955,6637,9592,23.4999999,18.5333333,42.0333332,,,,3578,3578
2023,10,Q4,H2,russia,,organic_web,non_paid,Для дома,,non_flowers,,,"6,482","6,482",240,216,456,,1,1,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Другое,,non_flowers,,,,0,174,76,250,,,0,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Зоотовары,,non_flowers,,,,0,87,52,139,,,0,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Канцелярские товары,,non_flowers,,,"5,851","5,851",44,23,67,,2,2,,,,350,350
2023,10,Q4,H2,russia,,organic_web,non_paid,Картины,,non_flowers,,,"2,125","2,125",360,297,657,,1,1,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Книги,,non_flowers,,,"1,883","1,883",101,36,137,,0.5,0.5,,,,350,350
2023,10,Q4,H2,russia,,organic_web,non_paid,Кондитерские и пекарни,,non_flowers,,"3,822,284","3,536,935","7,359,219",86653,75506,162159,1672.149996,1506.416662,3178.566658,,,3435,30815.5,34250.5
2023,10,Q4,H2,russia,,organic_web,non_paid,Косметика и парфюмерия,,non_flowers,,"32,248","48,179","80,427",1431,971,2402,15,21,36,,,,2659.5,2659.5
2023,10,Q4,H2,russia,,organic_web,non_paid,Магазины чая и кофе,,non_flowers,,"67,546","92,149","159,695",1420,1555,2975,21.5476193,28.3333333,49.8809526,,,,618,618
2023,10,Q4,H2,russia,,organic_web,non_paid,Обувь,,non_flowers,,,,0,7,5,12,,,0,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Одежда,,non_flowers,,,"2,500","2,500",195,80,275,,1,1,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Одежда для детей,,non_flowers,,,,0,17,18,35,,,0,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Подарочные сертификаты,,non_flowers,,"64,948","100,040","164,988",1378,895,2273,10,14,24,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Посуда,,non_flowers,,"3,369","2,878","6,247",734,494,1228,1,1.5,2.5,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,Продукты и напитки,,non_flowers,,"7,989","13,443","21,432",1518,723,2241,3,5.1904762,8.1904762,,,,2000,2000
2023,10,Q4,H2,russia,,organic_web,non_paid,Съедобные букеты,,non_flowers,,"5,662,060","3,622,078","9,284,138",,,0,1827.249997,1051.45,2878.699997,,,757.5,30375,31132.5
2023,10,Q4,H2,russia,,organic_web,non_paid,Товары для праздника,,non_flowers,,"1,116","7,423","8,539",505,521,1026,0.5,5.166667,5.666667,,,,224,224
2023,10,Q4,H2,russia,,organic_web,non_paid,Украшения,,non_flowers,,"14,317","34,248","48,565",1564,1521,3085,2.5,10.5,13,,,1075,,1075
2023,10,Q4,H2,russia,,organic_web,non_paid,Хендмейд и хобби,,non_flowers,,"6,389","27,305","33,694",1186,910,2096,2.5,8.3333333,10.8333333,,,,168,168
2023,10,Q4,H2,russia,,organic_web,non_paid,"Хендмейд, винтаж",,non_flowers,,,,0,1,,1,,,0,,,,,0
2023,10,Q4,H2,russia,,organic_web,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,200700,,,200700
2023,10,Q4,H2,russia,,organic_web,non_paid,Комнатные растения,,non_flowers,,"599,582","498,521","1,098,103",17775,11763,29538,161.5,131.3333333,292.8333333,,,,1377,1377
2023,10,Q4,H2,russia,,organic_web,non_paid,Цветы,,flowers,,"57,554,058","44,134,189","101,688,247",467587,448508,916095,18464.72664,12784.75003,31249.47667,,,32479.5,155245,187724.5
2023,10,Q4,H2,russia,,other,non_paid,Аксессуары,,non_flowers,,,"6,472","6,472",1023,590,1613,,2.5,2.5,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Вкусные наборы,,non_flowers,,"84,708","227,400","312,108",,,0,23.860256,51.333333,75.193589,,,8476.718,5499.8333,13976.5513
2023,10,Q4,H2,russia,,other,non_paid,Воздушные шары,,non_flowers,,"222,371","530,498","752,869",,,0,73.4166696,145.2666623,218.6833319,,,9726.5,6731.4163,16457.9163
2023,10,Q4,H2,russia,,other,non_paid,Декор,,non_flowers,,"45,232","76,554","121,786",4396,3431,7827,15.8333333,36.6500003,52.4833336,,,2984.1667,765.25,3749.4167
2023,10,Q4,H2,russia,,other,non_paid,Для дома,,non_flowers,,,"3,034","3,034",174,236,410,,1,1,,,1435,,1435
2023,10,Q4,H2,russia,,other,non_paid,Другое,,non_flowers,,,,0,20,7,27,,,0,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Зоотовары,,non_flowers,,,,0,62,79,141,,,0,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Канцелярские товары,,non_flowers,,,,0,31,48,79,,,0,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Картины,,non_flowers,,"7,000","4,390","11,390",356,411,767,1,1,2,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Книги,,non_flowers,,"1,506",,"1,506",42,49,91,1,,1,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Кондитерские и пекарни,,non_flowers,,"2,804,235","4,194,226","6,998,461",45867,52536,98403,1199.5,1728.950033,2928.450033,71.77,,115130.25,52873.08,168075.1
2023,10,Q4,H2,russia,,other,non_paid,Косметика и парфюмерия,,non_flowers,,"27,801","82,344","110,145",798,1247,2045,21.5,30.0833333,51.5833333,,,9717.75,382,10099.75
2023,10,Q4,H2,russia,,other,non_paid,Магазины чая и кофе,,non_flowers,,"50,214","80,446","130,660",1306,1444,2750,16,26.8333333,42.8333333,,,1650,186.5,1836.5
2023,10,Q4,H2,russia,,other,non_paid,Обувь,,non_flowers,,,,0,21,13,34,,,0,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Одежда,,non_flowers,,,"18,577","18,577",147,249,396,,2,2,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Одежда для детей,,non_flowers,,,,0,9,30,39,,,0,,,,,0
2023,10,Q4,H2,russia,,other,non_paid,Подарочные сертификаты,,non_flowers,,"290,587","220,912","511,499",1501,1554,3055,50,37,87,,,7567,238,7805
2023,10,Q4,H2,russia,,other,non_paid,Посуда,,non_flowers,,"2,912","10,321","13,233",500,563,1063,4,3,7,,,,2998,2998
2023,10,Q4,H2,russia,,other,non_paid,Продукты и напитки,,non_flowers,,685,"34,345","35,030",946,1023,1969,7.639744,4.5,12.139744,,,24451.03,3922,28373.03
2023,10,Q4,H2,russia,,other,non_paid,Съедобные букеты,,non_flowers,,"3,713,470","3,081,035","6,794,505",,,0,1140.749966,862.4166336,2003.1666,,,55365,36464.67,91829.67
2023,10,Q4,H2,russia,,other,non_paid,Товары для праздника,,non_flowers,,523,"4,539","5,062",267,442,709,0.5,2,2.5,,,75,195.5,270.5
2023,10,Q4,H2,russia,,other,non_paid,Украшения,,non_flowers,,"10,633","41,218","51,851",1449,1937,3386,3,12,15,,,85,432,517
2023,10,Q4,H2,russia,,other,non_paid,Хендмейд и хобби,,non_flowers,,"16,249","22,942","39,191",1007,910,1917,6,8.8333333,14.8333333,,,1447,248.33333,1695.33333
2023,10,Q4,H2,russia,,other,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,215999.94,,,,215999.94
